Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-median_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
Plate3_B03_3G5B_10471048_DMT79_R1	65.80891719745222	58.0	251.0	251	54.54545454545454	3925.0
Plate3_B03_3G5B_10471048_DMT79_R2	69.65605095541402	56.0	251.0	251	27.27272727272727	3925.0
Plate3_B04_3G6B_10471048_DMT79_R1	63.73339658444023	58.0	251.0	251	45.45454545454545	4216.0
Plate3_B04_3G6B_10471048_DMT79_R2	73.50569259962049	55.0	251.0	251	27.27272727272727	4216.0
Plate3_B05_3G7B_10471048_DMT79_R1	64.39123790117168	57.0	251.0	251	54.54545454545454	3926.0
Plate3_B05_3G7B_10471048_DMT79_R2	73.43352012226184	55.0	251.0	251	36.36363636363637	3926.0
Plate3_B06_3G8B_10471048_DMT79_R1	63.80492760985522	57.0	251.0	251	54.54545454545454	3937.0
Plate3_B06_3G8B_10471048_DMT79_R2	73.40614681229363	55.0	251.0	251	27.27272727272727	3937.0
Plate3_B07_3G9B_10471048_DMT79_R1	62.34794908062235	58.0	251.0	251	54.54545454545454	3535.0
Plate3_B07_3G9B_10471048_DMT79_R2	73.4936350777935	56.0	251.0	251	27.27272727272727	3535.0
Plate3_B08_3G10B_10471048_DMT79_R1	64.24610509638237	58.0	251.0	251	45.45454545454545	3787.0
Plate3_B08_3G10B_10471048_DMT79_R2	72.22075521520993	56.0	251.0	251	27.27272727272727	3787.0
Plate3_B09_3G11B_10471048_DMT79_R1	64.63527239150508	58.0	251.0	251	45.45454545454545	4332.0
Plate3_B09_3G11B_10471048_DMT79_R2	73.26869806094183	56.0	251.0	251	27.27272727272727	4332.0
Plate3_B10_3G12B_10471048_DMT79_R1	65.06922257720979	57.0	251.0	251	54.54545454545454	3756.0
Plate3_B10_3G12B_10471048_DMT79_R2	72.87007454739084	55.0	251.0	251	27.27272727272727	3756.0
Plate3_B11_3G13B_10471048_DMT79_R1	63.731495661051554	58.0	251.0	251	54.54545454545454	3918.0
Plate3_B11_3G13B_10471048_DMT79_R2	71.77131189382338	55.0	251.0	251	27.27272727272727	3918.0
Plate3_B12_3G14B_10471048_DMT79_R1	64.93990882718607	57.0	251.0	251	45.45454545454545	4826.0
Plate3_B12_3G14B_10471048_DMT79_R2	73.31123083298799	55.0	251.0	251	27.27272727272727	4826.0
Plate3_C01_3G15B_10471048_DMT79_R1	62.257247396566285	57.0	251.0	251	54.54545454545454	3553.0
Plate3_C01_3G15B_10471048_DMT79_R2	69.40613566000563	55.0	251.0	251	36.36363636363637	3553.0
Plate3_C02_3G16B_10471048_DMT79_R1	65.20681265206812	57.0	251.0	251	54.54545454545454	4110.0
Plate3_C02_3G16B_10471048_DMT79_R2	70.75425790754258	55.0	251.0	251	27.27272727272727	4110.0
Plate3_C03_3G17B_10471048_DMT79_R1	65.16064257028113	57.0	251.0	251	54.54545454545454	3984.0
Plate3_C03_3G17B_10471048_DMT79_R2	69.50301204819277	55.0	251.0	251	27.27272727272727	3984.0
Plate3_C04_3G18B_10471048_DMT79_R1	63.17128321085359	58.0	251.0	251	45.45454545454545	3538.0
Plate3_C04_3G18B_10471048_DMT79_R2	73.60090446579989	55.0	251.0	251	27.27272727272727	3538.0
Plate3_C05_3G19B_10471048_DMT79_R1	66.45285439384222	57.0	251.0	251	45.45454545454545	4677.0
Plate3_C05_3G19B_10471048_DMT79_R2	74.257002351935	55.0	251.0	251	36.36363636363637	4677.0
Plate3_C06_3G20B_10471048_DMT79_R1	66.09510745313214	57.0	251.0	251	54.54545454545454	4374.0
Plate3_C06_3G20B_10471048_DMT79_R2	73.52537722908093	55.0	251.0	251	36.36363636363637	4374.0
Plate3_C07_3G21B_10471048_DMT79_R1	62.556758644778206	58.0	251.0	251	54.54545454545454	2863.0
Plate3_C07_3G21B_10471048_DMT79_R2	71.2190010478519	55.0	251.0	251	36.36363636363637	2863.0
Plate3_C08_3G22B_10471048_DMT79_R1	63.15951866707806	58.0	251.0	251	45.45454545454545	3241.0
Plate3_C08_3G22B_10471048_DMT79_R2	69.66985498302992	56.0	251.0	251	27.27272727272727	3241.0
Plate3_C09_3G23B_10471048_DMT79_R1	67.29210099606209	57.0	251.0	251	54.54545454545454	4317.0
Plate3_C09_3G23B_10471048_DMT79_R2	75.16794069955988	55.0	251.0	251	27.27272727272727	4317.0
Plate3_C10_3G24B_10471048_DMT79_R1	64.26401546534106	57.0	251.0	251	54.54545454545454	3621.0
Plate3_C10_3G24B_10471048_DMT79_R2	71.44435238884286	55.0	251.0	251	27.27272727272727	3621.0
Plate3_C11_3G25B_10471048_DMT79_R1	64.41969519343493	58.0	251.0	251	45.45454545454545	3412.0
Plate3_C11_3G25B_10471048_DMT79_R2	69.34349355216881	56.0	251.0	251	36.36363636363637	3412.0
Plate3_C12_3G26B_10471048_DMT79_R1	63.23347363208715	58.0	251.0	251	54.54545454545454	4039.0
Plate3_C12_3G26B_10471048_DMT79_R2	71.97326070809606	55.0	251.0	251	36.36363636363637	4039.0
Plate3_D01_3G27B_10471048_DMT79_R1	65.8828469452026	57.0	251.0	251	45.45454545454545	4763.0
Plate3_D01_3G27B_10471048_DMT79_R2	71.21562040730632	55.0	251.0	251	27.27272727272727	4763.0
Plate3_D02_3G28B_10471048_DMT79_R1	66.13590491141511	57.0	251.0	251	54.54545454545454	4459.0
Plate3_D02_3G28B_10471048_DMT79_R2	71.51827764072662	55.0	251.0	251	27.27272727272727	4459.0
Plate3_D03_3G29B_10471048_DMT79_R1	65.85	58.0	251.0	251	45.45454545454545	4000.0
Plate3_D03_3G29B_10471048_DMT79_R2	67.9	55.0	251.0	251	27.27272727272727	4000.0
Plate3_D04_3G30B_10471048_DMT79_R1	68.72123273964378	58.0	251.0	251	54.54545454545454	4997.0
Plate3_D04_3G30B_10471048_DMT79_R2	75.52531518911347	56.0	251.0	251	27.27272727272727	4997.0
Plate3_D05_3G31B_10471048_DMT79_R1	69.25552456554388	57.0	251.0	251	45.45454545454545	4661.0
Plate3_D05_3G31B_10471048_DMT79_R2	74.68354430379748	55.0	251.0	251	36.36363636363637	4661.0
Plate3_D06_3G32B_10471048_DMT79_R1	68.0709534368071	57.0	251.0	251	45.45454545454545	4510.0
Plate3_D06_3G32B_10471048_DMT79_R2	72.79379157427938	55.0	251.0	251	27.27272727272727	4510.0
Plate3_D07_3G33B_10471048_DMT79_R1	65.56629092860977	58.0	251.0	251	54.54545454545454	3726.0
Plate3_D07_3G33B_10471048_DMT79_R2	71.47074610842726	56.0	251.0	251	27.27272727272727	3726.0
Plate3_D08_3G34B_10471048_DMT79_R1	67.25618999494694	57.0	251.0	251	54.54545454545454	3958.0
Plate3_D08_3G34B_10471048_DMT79_R2	73.64830722587165	56.0	251.0	251	27.27272727272727	3958.0
Plate3_D09_3G35B_10471048_DMT79_R1	64.56993090302598	58.0	251.0	251	45.45454545454545	4197.0
Plate3_D09_3G35B_10471048_DMT79_R2	71.95615916130569	56.0	251.0	251	27.27272727272727	4197.0
Plate3_D10_3M1B_10471048_DMT79_R1	66.21653636579009	58.0	251.0	251	45.45454545454545	4221.0
Plate3_D10_3M1B_10471048_DMT79_R2	71.0968964700308	56.0	251.0	251	36.36363636363637	4221.0
Plate3_D11_3M2B_10471048_DMT79_R1	66.92226335272343	58.0	251.0	251	54.54545454545454	3782.0
Plate3_D11_3M2B_10471048_DMT79_R2	69.40772078265468	56.0	251.0	251	27.27272727272727	3782.0
Plate3_D12_3M3B_10471048_DMT79_R1	66.65891112145184	57.0	251.0	251	54.54545454545454	4298.0
Plate3_D12_3M3B_10471048_DMT79_R2	72.54536993950674	55.0	251.0	251	27.27272727272727	4298.0
Plate3_E01_3M4B_10471048_DMT79_R1	64.68129571577848	57.0	251.0	251	45.45454545454545	4785.0
Plate3_E01_3M4B_10471048_DMT79_R2	72.8944618599791	55.0	251.0	251	27.27272727272727	4785.0
Plate3_E02_3M5B_10471048_DMT79_R1	68.78345947941665	57.0	251.0	251	45.45454545454545	5417.0
Plate3_E02_3M5B_10471048_DMT79_R2	74.74616946649436	55.0	251.0	251	27.27272727272727	5417.0
Plate3_E03_3N1B_10471048_DMT79_R1	63.99317406143344	58.0	251.0	251	63.63636363636363	3516.0
Plate3_E03_3N1B_10471048_DMT79_R2	68.65756541524459	56.0	251.0	251	27.27272727272727	3516.0
Plate3_E04_3N2B_10471048_DMT79_R1	66.33642495784147	58.0	251.0	251	45.45454545454545	4744.0
Plate3_E04_3N2B_10471048_DMT79_R2	74.78920741989882	55.0	251.0	251	36.36363636363637	4744.0
Plate3_E05_3N3B_10471048_DMT79_R1	65.93435680254103	57.0	251.0	251	45.45454545454545	3778.0
Plate3_E05_3N3B_10471048_DMT79_R2	73.47803070407623	55.0	251.0	251	27.27272727272727	3778.0
Plate3_E06_3N4B_10471048_DMT79_R1	64.66766616691655	57.0	251.0	251	63.63636363636363	4002.0
Plate3_E06_3N4B_10471048_DMT79_R2	72.51374312843578	55.0	251.0	251	36.36363636363637	4002.0
Plate3_E07_3N5B_10471048_DMT79_R1	62.52319109461967	58.0	251.0	251	45.45454545454545	3773.0
Plate3_E07_3N5B_10471048_DMT79_R2	72.62125629472568	56.0	251.0	251	27.27272727272727	3773.0
Plate3_E08_3P1B_10471048_DMT79_R1	63.36150845253576	58.0	251.0	251	54.54545454545454	3076.0
Plate3_E08_3P1B_10471048_DMT79_R2	70.44863459037711	56.0	251.0	251	27.27272727272727	3076.0
Plate3_E09_3P2B_10471048_DMT79_R1	66.6593503072871	58.0	251.0	251	54.54545454545454	4556.0
Plate3_E09_3P2B_10471048_DMT79_R2	74.60491659350308	56.0	251.0	251	27.27272727272727	4556.0
Plate3_E10_3P3B_10471048_DMT79_R1	62.383720930232556	57.0	251.0	251	54.54545454545454	3440.0
Plate3_E10_3P3B_10471048_DMT79_R2	70.34883720930233	55.0	251.0	251	36.36363636363637	3440.0
Plate3_E11_3P4B_10471048_DMT79_R1	64.90984743411929	58.0	251.0	251	45.45454545454545	4326.0
Plate3_E11_3P4B_10471048_DMT79_R2	71.49791955617198	56.0	251.0	251	27.27272727272727	4326.0
Plate3_E12_3P5B_10471048_DMT79_R1	61.960659898477154	57.0	251.0	251	54.54545454545454	3152.0
Plate3_E12_3P5B_10471048_DMT79_R2	69.98730964467005	55.0	251.0	251	36.36363636363637	3152.0
Plate3_F01_3L1B_10471048_DMT79_R1	67.35028712059065	57.0	251.0	251	45.45454545454545	4876.0
Plate3_F01_3L1B_10471048_DMT79_R2	72.84659557013946	55.0	251.0	251	27.27272727272727	4876.0
Plate3_F02_3L2B_10471048_DMT79_R1	68.71894577662562	57.0	251.0	251	45.45454545454545	4629.0
Plate3_F02_3L2B_10471048_DMT79_R2	74.24929790451502	55.0	251.0	251	27.27272727272727	4629.0
Plate3_F03_3L3B_10471048_DMT79_R1	69.07289455060155	57.0	251.0	251	54.54545454545454	4239.0
Plate3_F03_3L3B_10471048_DMT79_R2	72.75300778485492	55.0	251.0	251	27.27272727272727	4239.0
Plate3_F04_3L4B_10471048_DMT79_R1	66.92802573381584	58.0	251.0	251	45.45454545454545	4974.0
Plate3_F04_3L4B_10471048_DMT79_R2	74.76879774829112	56.0	251.0	251	27.27272727272727	4974.0
Plate3_F05_3L5B_10471048_DMT79_R1	67.65391791044777	57.0	251.0	251	45.45454545454545	4288.0
Plate3_F05_3L5B_10471048_DMT79_R2	74.8367537313433	55.0	251.0	251	27.27272727272727	4288.0
Plate3_F06_3V1B_10471048_DMT79_R1	64.53445295134601	58.0	251.0	251	54.54545454545454	4049.0
Plate3_F06_3V1B_10471048_DMT79_R2	72.78340330945913	56.0	251.0	251	27.27272727272727	4049.0
Plate3_F07_3V2B_10471048_DMT79_R1	63.32322953981813	57.0	251.0	251	54.54545454545454	3629.0
Plate3_F07_3V2B_10471048_DMT79_R2	72.36153210250757	55.0	251.0	251	27.27272727272727	3629.0
Plate3_F08_3V3B_10471048_DMT79_R1	65.96783457782882	57.0	251.0	251	54.54545454545454	3482.0
Plate3_F08_3V3B_10471048_DMT79_R2	72.97530155083285	56.0	251.0	251	27.27272727272727	3482.0
Plate3_F09_3V4B_10471048_DMT79_R1	66.76300578034682	58.0	251.0	251	54.54545454545454	4152.0
Plate3_F09_3V4B_10471048_DMT79_R2	74.90366088631984	56.0	251.0	251	27.27272727272727	4152.0
Plate3_F10_3V5B_10471048_DMT79_R1	70.30981067125646	57.0	251.0	251	54.54545454545454	4648.0
Plate3_F10_3V5B_10471048_DMT79_R2	74.89242685025818	55.0	251.0	251	27.27272727272727	4648.0
Plate3_F11_3G36B_10471048_DMT79_R1	60.712916826370254	58.0	251.0	251	54.54545454545454	2609.0
Plate3_F11_3G36B_10471048_DMT79_R2	68.53200459946339	56.0	251.0	251	27.27272727272727	2609.0
Plate3_F12_3G37B_10471048_DMT79_R1	53.91969407265774	58.0	251.0	251	54.54545454545454	1569.0
Plate3_F12_3G37B_10471048_DMT79_R2	63.73486297004462	56.0	251.0	251	27.27272727272727	1569.0
Plate3_G01_3G38B_10471048_DMT79_R1	63.14907872696817	57.0	251.0	251	54.54545454545454	4179.0
Plate3_G01_3G38B_10471048_DMT79_R2	70.73462550849484	55.0	251.0	251	36.36363636363637	4179.0
Plate3_G02_3G39B_10471048_DMT79_R1	65.70686295735007	57.0	251.0	251	45.45454545454545	4619.0
Plate3_G02_3G39B_10471048_DMT79_R2	72.8296168001732	55.0	251.0	251	27.27272727272727	4619.0
Plate3_G03_3G40B_10471048_DMT79_R1	63.93011010052657	57.0	251.0	251	45.45454545454545	4178.0
Plate3_G03_3G40B_10471048_DMT79_R2	69.9138343705122	55.0	251.0	251	27.27272727272727	4178.0
Plate3_G04_3S1B_10471048_DMT79_R1	61.18043844856661	58.0	251.0	251	63.63636363636363	2965.0
Plate3_G04_3S1B_10471048_DMT79_R2	70.55649241146712	56.0	251.0	251	27.27272727272727	2965.0
Plate3_G05_3S2B_10471048_DMT79_R1	64.29101707498144	58.0	251.0	251	54.54545454545454	4041.0
Plate3_G05_3S2B_10471048_DMT79_R2	72.23459539717891	56.0	251.0	251	27.27272727272727	4041.0
Plate3_G06_3S3B_10471048_DMT79_R1	64.25501432664757	58.0	251.0	251	54.54545454545454	4188.0
Plate3_G06_3S3B_10471048_DMT79_R2	73.44794651384909	56.0	251.0	251	36.36363636363637	4188.0
Plate3_G07_3S4B_10471048_DMT79_R1	61.70830912260314	58.0	251.0	251	45.45454545454545	3442.0
Plate3_G07_3S4B_10471048_DMT79_R2	74.25915165601394	56.0	251.0	251	36.36363636363637	3442.0
Plate3_G08_3S5B_10471048_DMT79_R1	61.129136924075276	58.0	251.0	251	54.54545454545454	3082.0
Plate3_G08_3S5B_10471048_DMT79_R2	70.11680726800779	56.0	251.0	251	27.27272727272727	3082.0
